#Input	data/reads/mmus_CEBPA_s_reads.bed
#Reference	data/reads/mmus_Input_s_reads.bed
#Sequence length	32
#Fragment length	32
#Background	0.000000
#Position Background	1.315142
#Long Background	6.575710
#Threshold	5.000000
#Minimum count above bg	527
#Penalty increase	70
#Quality cutoff	0.000000
#Result cutoff	0.000000
#Penalty factor	2.740832
#Region	Start pos.	End pos.	Count	Length	Unique pos.	Score	Ref. count	Max. Coverage	Summit
chr2	132421512	132421818	564	307	231	198.279987	1	110.000000	132421779
chr2	133587284	133587579	749	296	240	411.008516	0	176.000000	133587402
chr2	143835261	143835518	606	258	201	304.721943	1	187.000000	143835390
chr2	151765848	151766102	613	255	200	304.704042	5	143.000000	151765970.5
chr2	169222564	169222833	623	270	212	297.717745	4	150.518336	169222744
chr2	172949698	172950150	681	453	309	123.269261	1	88.000000	172950012.5
chr2	178397100	178397388	672	289	219	331.885666	1	147.000000	178397214
chr2	180435884	180436157	555	274	209	240.570524	1	119.000000	180436000
chr3	10247194	10247487	721	294	233	372.376833	1	169.000000	10247369
chr3	14699634	14699894	704	261	209	409.558221	1	199.000000	14699760
chr3	14755692	14756092	1059	401	333	576.232353	1	179.000000	14755773
chr3	14783228	14783513	802	286	234	465.213110	1	195.000000	14783357
chr3	19347796	19348117	1129	322	284	746.293690	0	299.000000	19347948
chr3	19853890	19854230	705	341	269	294.565161	1	132.000000	19854171
chr3	25046208	25046508	610	301	230	256.116265	1	118.000000	25046323
chr3	27169086	27169339	534	254	201	240.723343	0	151.000000	27169210
chr3	27589080	27589354	670	275	217	350.309956	1	206.000000	27589222
chr3	38027369	38027746	979	378	306	519.904908	1	218.000000	38027605
chr3	40799142	40799420	619	279	219	292.844794	0	137.000000	40799364
chr3	54042883	54043130	531	248	189	245.614195	0	142.000000	54042980.5
chr3	58038782	58039029	571	248	193	282.873363	1	142.259168	58038905.5
chr3	58312222	58312521	920	300	249	567.210311	3	288.518336	58312362
chr3	59971596	59971856	683	261	214	382.093059	0	181.000000	59971746
chr3	60311954	60312258	846	305	258	481.484581	2	209.259168	60312114
chr3	65385428	65385673	659	246	203	376.244479	0	156.000000	65385560
chr3	65761050	65761322	704	273	220	382.994814	1	173.000000	65761142
chr3	80088626	80088900	636	275	217	312.364530	1	156.000000	80088757
chr3	82842855	82843184	905	330	262	535.690575	2	232.000000	82843032
chr3	83663604	83663907	919	304	257	551.743750	3	264.000000	83663755
chr3	85375288	85375538	603	251	194	308.187105	2	196.000000	85375407
chr3	85623368	85623621	576	254	202	277.241679	2	139.259168	85623488
chr3	93273602	93273934	1120	333	291	720.086296	1	422.000000	93273767
chr3	94142489	94142777	625	289	227	297.529652	0	155.000000	94142668.5
chr3	95086250	95086509	566	260	190	268.667369	1	127.000000	95086399
chr3	97419947	97420183	566	237	185	295.080756	0	149.000000	97420014
chr3	97802321	97802595	566	275	218	245.105362	0	130.000000	97802480
chr3	100005625	100005882	552	258	197	253.462775	0	174.000000	100005747
chr3	101323547	101323806	565	260	188	278.077957	2	138.000000	101323695.5
chr3	107916865	107917127	715	263	209	411.202207	0	187.000000	107916989
chr3	114273978	114274239	592	262	204	289.517349	0	169.000000	114274130
chr3	115344415	115344662	588	248	193	299.762815	2	157.000000	115344545.5
chr3	116440371	116440654	650	284	219	318.584226	0	170.000000	116440549
chr3	116502255	116502507	566	253	201	274.038485	0	172.000000	116502379
chr3	116653583	116653988	730	406	313	234.080933	1	105.000000	116653646
chr3	121383202	121383449	569	248	193	280.873363	1	118.000000	121383346.5
chr3	137890084	137890374	596	291	223	251.322259	1	173.000000	137890187
chr3	142283156	142283475	1028	320	268	647.923974	0	376.000000	142283296
chr3	142374412	142374692	685	281	218	354.678272	2	197.000000	142374560
chr3	145627065	145627371	815	307	244	453.114865	2	184.000000	145627187
chr3	149597881	149598154	680	274	220	358.884266	2	141.000000	149598029.5
chr3	157640100	157640360	652	261	207	350.721943	1	168.000000	157640199
chr3	157725090	157725461	1209	372	319	744.091601	6	261.259168	157725249
chr4	8236374	8236703	1104	330	282	713.181742	2	263.259168	8236533
chr4	9037542	9037819	629	278	221	305.475078	0	135.000000	9037658
chr4	11029895	11030180	712	286	230	380.473678	1	191.000000	11030023
chr4	15066294	15066564	775	271	223	456.625098	1	223.259168	15066433
chr4	25381933	25382210	631	278	223	303.419104	1	178.000000	25382090
chr4	32656992	32657281	665	290	227	317.786021	3	200.000000	32657152
chr4	35036628	35036897	545	270	201	255.668769	0	116.000000	35036795.5
chr4	35044186	35044446	564	261	199	260.352227	1	134.000000	35044386
chr4	35252515	35252759	707	245	202	425.559621	0	186.000000	35252630
chr4	40103168	40103469	980	302	265	623.596529	0	269.000000	40103321
chr4	40152617	40152881	715	265	210	404.515950	1	217.000000	40152767
chr4	40672659	40672937	724	279	231	395.103962	1	190.000000	40672791
chr4	41315316	41315584	614	269	209	298.255382	1	154.000000	41315438
chr4	44992757	44992992	537	236	186	261.914235	2	119.000000	44992867
chr4	45426530	45426843	1026	314	272	645.592330	3	285.000000	45426686
chr4	48327806	48328054	598	249	195	303.076557	3	201.259168	48327931
chr4	48345393	48345648	636	256	201	335.926537	2	173.259168	48345519
chr4	49498347	49498639	826	293	237	481.432806	0	216.000000	49498502
chr4	53843545	53843817	850	273	232	532.940240	1	213.000000	53843670
chr4	55972962	55973256	961	295	254	610.951143	2	232.000000	55973082
chr4	58947966	58948213	572	248	189	281.132531	2	147.259168	58948082
chr4	59452896	59453194	700	299	238	343.375433	2	167.259168	59453000
chr4	61749071	61749348	718	278	224	393.159936	0	218.000000	61749215
chr4	61819508	61819763	545	256	196	243.611395	2	138.259168	61819670
chr4	62178008	62178286	731	279	217	416.776517	1	191.000000	62178143
chr4	63005345	63005657	953	313	268	579.389136	1	340.000000	63005480
chr4	65592030	65592295	636	266	210	326.941639	0	169.000000	65592179
chr4	71859865	71860095	546	231	179	280.230776	1	147.000000	71860018
chr4	84077614	84077838	547	225	175	291.862460	0	141.000000	84077764
chr4	86336180	86336447	814	268	223	492.552623	5	242.000000	86336315
chr4	87313426	87313710	533	285	213	196.213110	1	108.259168	87313519
chr4	88183358	88183616	791	259	214	488.296254	2	221.000000	88183479
chr4	88555844	88556122	648	279	226	325.681072	0	185.000000	88555985.5
chr4	88658666	88658952	605	287	222	280.159936	0	131.000000	88658823
chr4	96668098	96668325	564	228	177	304.917034	0	157.000000	96668204
chr4	97481239	97481541	718	303	244	357.540555	1	135.000000	97481418.5
chr4	97770920	97771186	656	267	216	331.922339	5	168.259168	97771038
chr4	103058901	103059242	1176	342	297	765.565161	1	238.000000	103059069
chr4	105132668	105132928	580	261	207	274.776517	1	183.000000	105132817
chr4	105868217	105868711	982	495	399	375.719556	0	125.000000	105868573
chr4	114643362	114643662	590	301	226	238.857097	0	135.000000	114643513
chr4	116793003	116793280	726	278	226	401.159936	0	168.000000	116793173
chr4	135673041	135673304	605	264	208	284.867765	5	182.259168	135673171
chr4	144809219	144809509	757	291	234	412.322259	1	160.000000	144809319
chr4	147994887	147995122	586	236	180	310.914235	2	187.000000	147995023
chr4	150059096	150059546	1055	451	380	494.417882	3	137.000000	150059402
chr5	3691339	3691649	831	311	256	457.278588	2	248.000000	3691511
chr5	9034511	9034798	545	288	214	208.323658	0	106.000000	9034635
chr5	17505907	17506153	551	247	190	272.121628	1	130.000000	17506044
chr5	20562569	20562880	589	312	235	208.481782	4	128.000000	20562750
chr5	32440914	32441177	649	264	213	337.090260	2	177.000000	32441052
chr5	36910826	36911072	539	247	196	252.188505	1	128.000000	36910989
chr5	38351521	38351764	532	244	190	249.133931	1	133.000000	38351683.5
chr5	52538464	52538721	569	258	205	267.721943	1	150.259168	52538538.5
chr5	54328456	54328796	1217	341	296	805.028923	3	370.000000	54328607
chr5	65748221	65748537	891	317	270	506.646904	3	198.000000	65748364.5
chr5	66497215	66497489	728	275	230	402.938840	2	226.000000	66497345
chr5	66505497	66505760	663	264	214	353.831092	1	171.000000	66505597.5
chr5	73224185	73224495	977	311	262	608.760251	0	265.000000	73224325.5
chr5	87456386	87456742	1034	357	301	599.782058	2	193.259168	87456632
chr5	87804932	87805204	554	273	211	227.513150	3	117.000000	87805076
chr5	89888641	89888921	913	281	239	581.473678	1	294.000000	89888777
chr5	90706523	90706783	742	261	219	436.776517	1	174.000000	90706629
chr5	90989902	90990159	562	258	203	260.721943	1	124.000000	90990032
chr5	91118805	91119115	819	311	260	451.964845	1	212.000000	91118947
chr5	91465655	91465990	862	336	272	469.977148	1	203.000000	91465799
chr5	92915823	92916082	536	260	207	232.091659	1	105.259168	92915975
chr5	92953832	92954091	624	260	208	324.147633	0	142.000000	92953946
chr5	96432386	96432674	828	289	245	488.693374	0	168.000000	96432576
chr5	96735355	96735632	869	278	230	550.735646	0	205.000000	96735483
chr5	99712714	99712994	717	281	233	385.473678	1	153.000000	99712836
chr5	100423285	100423533	640	249	206	345.076557	3	164.259168	100423361.5
chr5	101289688	101289971	724	284	234	384.457177	6	154.000000	101289832
chr5	103000535	103000759	546	225	171	288.121628	1	163.000000	103000643
chr5	104267700	104267943	541	244	187	247.170604	5	130.000000	104267807
chr5	111032061	111032350	815	290	241	464.730047	4	247.259168	111032195
chr5	122997467	122997725	792	259	222	492.147633	0	190.000000	122997579
chr5	123112571	123112872	737	302	245	380.485981	1	177.000000	123112700
chr5	123450981	123451231	638	251	204	345.927937	1	142.000000	123451071
chr5	123673188	123673454	700	267	216	384.144834	2	179.000000	123673303
chr5	125933033	125933290	709	258	210	402.240280	3	194.000000	125933176
chr5	125955894	125956113	568	220	174	321.068453	0	156.000000	125956030
chr5	127011662	127011925	639	264	208	332.571923	0	178.000000	127011800
chr5	130209266	130209513	657	248	199	368.762815	2	190.000000	130209385
chr5	135484711	135485002	655	292	223	306.266285	2	166.000000	135484886
chr5	135576938	135577157	535	220	173	286.438170	0	181.000000	135576994
chr5	136689689	136689916	540	228	183	282.232176	0	132.000000	136689736
chr5	138517546	138517823	568	278	210	240.419104	1	152.000000	138517674
chr5	140681974	140682277	750	304	249	385.374034	3	177.000000	140682156
chr5	144995660	144995890	634	231	192	368.230776	1	168.000000	144995764
chr5	146716187	146716447	642	261	209	331.294854	3	129.000000	146716287
chr5	147060355	147060633	692	279	217	363.103962	1	214.000000	147060491
chr5	148723394	148723653	653	260	203	350.185706	3	199.000000	148723486
chr5	151386301	151386594	708	294	233	359.376833	1	204.000000	151386478.5
chr5	152208936	152209173	602	238	195	327.024783	1	138.259168	152208993
chr6	17435836	17436106	576	271	208	257.625098	1	127.000000	17435964
chr6	17518696	17518963	683	268	214	369.885666	1	245.000000	17518812
chr6	27982052	27982319	543	268	207	220.348028	4	116.259168	27982200
chr6	28078894	28079183	658	290	226	311.896569	2	171.000000	28079046
chr6	32117760	32118010	568	251	207	270.446274	3	154.259168	32117866
chr6	35450061	35450362	936	302	260	568.633202	4	238.000000	35450237.5
chr6	36125122	36125428	801	307	250	424.798324	5	209.000000	36125225
chr6	48775082	48775336	609	255	210	308.926537	2	152.000000	48775209
chr6	49299931	49300248	974	318	268	588.837796	5	255.000000	49300065
chr6	49992151	49992382	556	232	185	294.601892	0	123.000000	49992219
chr6	50142215	50142497	589	283	214	273.365930	0	137.000000	50142367.5
chr6	53473918	53474162	541	245	187	251.337125	3	139.259168	53474025
chr6	53945631	53945916	803	286	232	462.157137	2	186.259168	53945716
chr6	53946655	53946903	654	249	207	364.558221	1	161.000000	53946755
chr6	59401324	59401645	919	322	273	530.812026	2	221.000000	59401508
chr6	59663049	59663324	876	276	232	560.365930	0	215.000000	59663176
chr6	63038287	63038539	611	253	204	319.038485	0	127.000000	63038500.5
chr6	72759812	72760105	633	294	233	276.636001	4	152.000000	72759925.5
chr6	82598009	82598294	665	286	222	326.787421	2	150.000000	82598177
chr6	87139858	87140102	533	245	184	248.818789	1	169.259168	87139995
chr6	87942883	87943120	664	238	192	389.024783	1	203.000000	87943011
chr6	90416102	90416353	638	252	207	347.353627	0	170.000000	90416245
chr6	95461752	95462046	637	295	220	296.157137	2	142.000000	95461909
chr6	99202853	99203086	546	234	191	273.544519	2	165.259168	99202980
chr6	108786232	108786531	830	300	251	473.485981	1	193.000000	108786342
chr6	113844028	113844300	753	273	225	434.735646	0	215.000000	113844176
chr6	115616673	115616998	926	326	274	538.033122	0	195.000000	115616801
chr6	116215623	116215955	1010	333	283	607.345465	2	244.259168	116215829
chr6	120307434	120307690	623	257	207	323.037085	1	171.259168	120307552
chr6	121220251	121220536	748	286	223	416.252583	3	195.259168	121220400
chr6	125361111	125361355	649	245	200	364.818789	1	255.000000	125361222
chr6	134650893	134651167	609	275	213	289.088860	3	126.259168	134650997.5
chr6	138024282	138024561	654	280	221	323.788820	1	135.000000	138024400
chr6	138088462	138088804	985	343	286	574.675708	0	194.000000	138088685
chr6	138404321	138404576	567	256	196	265.611395	2	158.000000	138404454
chr6	140609750	140609996	597	247	200	312.929337	0	162.000000	140609887
chr6	141562648	141562911	650	264	215	335.349428	3	165.259168	141562781
chr6	141814518	141814778	576	261	209	273.517349	0	138.000000	141814647.5
chr7	14574981	14575231	547	251	183	267.968809	2	142.000000	14575126
chr7	17090300	17090552	572	253	200	280.038485	0	164.000000	17090423
chr7	25337420	25337669	602	250	197	311.243079	1	162.000000	25337541
chr7	26804910	26805212	797	303	251	435.320859	2	166.000000	26805094
chr7	26840227	26840553	1036	327	276	635.754653	4	306.000000	26840382.5
chr7	26924610	26924922	820	313	258	450.113466	3	180.000000	26924786
chr7	26954119	26954442	1010	324	273	621.922574	1	345.000000	26954287
chr7	30386455	30386730	599	276	219	274.049388	1	135.259168	30386532
chr7	47233580	47233848	538	269	203	239.352227	1	141.000000	47233683
chr7	53974986	53975375	906	390	336	433.864036	0	135.000000	53975160
chr7	54001177	54001527	654	351	245	277.537756	4	141.000000	54001319
chr7	86903119	86903424	685	306	247	323.335961	0	133.000000	86903269
chr7	88377584	88377848	674	265	216	355.293454	4	174.000000	88377700
chr7	90782423	90782695	656	273	218	334.199408	2	188.000000	90782554
chr7	91302357	91302670	678	314	247	303.073994	1	142.000000	91302582
chr7	91753110	91753373	668	264	220	358.831092	1	179.000000	91753226
chr7	95459340	95459619	620	280	215	289.788820	1	143.259168	95459504
chr7	108503098	108503349	545	252	192	248.871963	2	153.000000	108503230
chr7	117991983	117992216	530	234	189	260.285350	1	143.000000	117992117
chr7	118167775	118168022	570	248	191	280.447673	2	254.000000	118167903
chr7	120587130	120587364	537	235	187	265.970208	1	149.000000	120587205
chr7	122876378	122876669	707	292	231	364.952543	1	181.000000	122876534
chr7	125842488	125842754	627	267	203	325.832491	0	202.000000	125842618
chr7	127023901	127024177	598	277	224	268.993414	2	113.000000	127024020
chr7	129801290	129801565	556	276	209	256.037085	1	126.000000	129801405.5
chr7	133832583	133832922	924	340	280	517.510587	1	206.259168	133832784
chr7	134417982	134418250	831	269	227	512.514550	2	254.259168	134418110
chr7	134952408	134952665	650	258	211	351.462775	0	191.000000	134952544
chr7	142895943	142896254	933	312	265	563.445109	0	231.000000	142896132
chr7	147301552	147301792	613	241	189	332.543119	3	159.000000	147301654
chr8	10899698	10899956	682	259	214	379.406801	1	196.000000	10899796
chr8	11088999	11089255	589	257	193	295.723343	0	194.000000	11089110
chr8	12066487	12066760	702	274	217	382.420504	0	198.000000	12066649
chr8	12984068	12984358	666	291	229	313.099763	4	168.518336	12984225
chr8	14850259	14850556	705	298	239	348.375433	2	145.000000	14850391
chr8	19853200	19853439	593	240	188	302.172003	6	331.259168	19853343
chr8	19980226	19980465	628	240	191	326.931607	11	329.259168	19980355
chr8	23372829	23373092	720	264	214	410.609996	3	174.000000	23372982
chr8	33209637	33209905	720	269	213	414.776517	1	199.000000	33209741
chr8	34966263	34966550	865	288	238	521.526853	2	230.000000	34966425
chr8	35080657	35080958	717	302	239	360.596529	0	143.000000	35080748
chr8	36601954	36602222	863	269	228	541.773718	3	211.259168	36602114
chr8	37785486	37785779	710	294	229	358.636001	2	170.000000	37785628
chr8	37883616	37883902	686	287	235	346.582826	1	169.000000	37883774
chr8	46339540	46339812	624	273	209	306.776517	1	171.000000	46339688
chr8	46350273	46350530	540	258	204	238.721943	1	138.000000	46350393
chr8	46682023	46682279	561	257	202	265.093059	0	116.000000	46682147
chr8	47461397	47461732	1107	336	281	718.129967	0	326.000000	47461603
chr8	47570304	47570606	818	303	244	460.281387	0	189.000000	47570425
chr8	56010400	56010679	811	280	232	483.529652	0	207.000000	56010516
chr8	67240333	67240582	622	250	200	335.077957	2	231.259168	67240456
chr8	70605728	70606041	685	314	252	304.592330	3	138.000000	70605874
chr8	71614935	71615272	1185	338	297	783.881702	0	354.000000	71615124
chr8	74670026	74670273	547	248	191	262.929337	0	147.000000	74670145
chr8	91803814	91804129	885	316	264	517.116265	1	189.000000	91803999
chr8	93926914	93927219	585	306	230	222.007117	1	109.000000	93927182
chr8	94238659	94238915	574	257	197	272.611395	2	140.000000	94238788
chr8	95758008	95758267	554	260	201	250.091659	1	128.000000	95758171
chr8	96498769	96499030	547	262	204	240.461375	1	156.259168	96498896
chr8	112103034	112103258	533	225	168	275.121628	1	182.000000	112103150
chr8	116618477	116618770	670	294	229	318.636001	2	162.000000	116618622.5
chr8	116629961	116630226	635	266	216	325.941639	0	164.000000	116630094
chr8	116641432	116641710	752	279	225	425.844794	0	215.000000	116641575
chr8	120242471	120242730	529	260	200	227.832491	0	135.000000	120242610.5
chr8	122767162	122767434	551	273	203	229.994814	1	163.259168	122767303
chr8	124219479	124219740	723	262	214	416.350828	2	199.259168	124219612
chr8	129244491	129244763	761	273	230	437.253982	2	171.000000	129244655
chr8	129331296	129331609	948	314	264	571.648304	2	213.259168	129331489
chr8	131008605	131008871	678	267	220	364.885666	1	173.259168	131008734
chr9	9097929	9098182	562	254	201	265.982511	1	142.000000	9098065
chr9	9222190	9222429	590	240	190	317.765614	0	197.000000	9222291
chr9	14019886	14020148	675	263	213	369.776517	1	161.000000	14020064
chr9	14202637	14202907	562	271	202	263.462775	0	159.000000	14202749
chr9	21568786	21569040	577	255	203	283.723343	0	171.000000	21568888
chr9	23188308	23188565	663	258	203	370.668769	0	198.000000	23188423
chr9	24317825	24318079	601	255	202	295.444874	4	162.000000	24317952
chr9	42612193	42612457	653	265	210	342.515950	1	158.000000	42612344
chr9	43403646	43403909	573	264	213	263.831092	1	134.000000	43403791
chr9	48414318	48414655	957	338	281	553.140870	1	213.000000	48414438
chr9	50606542	50606835	981	294	253	632.376833	1	250.000000	50606669
chr9	50643173	50643420	563	248	198	272.132531	2	143.000000	50643287
chr9	54708421	54708693	761	273	228	442.735646	0	163.000000	54708525
chr9	64644110	64644338	537	229	189	273.861060	1	128.000000	64644206
chr9	66545548	66545804	552	257	204	249.296254	2	127.259168	66545666
chr9	67692822	67693068	571	247	186	287.600492	1	179.000000	67692988.5
chr9	68891750	68892028	797	279	237	470.844794	0	193.000000	68891896
chr9	69077750	69078017	643	268	214	329.885666	1	152.259168	69077922.5
chr9	74376474	74376717	563	244	185	288.135330	0	131.000000	74376623
chr9	74641219	74641572	903	354	299	475.468315	1	167.000000	74641385
chr9	74768328	74768624	787	297	246	441.117665	0	189.000000	74768456
chr9	78359619	78359884	536	266	197	226.941639	0	143.000000	78359722.5
chr9	78381162	78381407	536	246	193	245.021983	3	179.518336	78381280
chr9	84973499	84973767	591	269	204	275.255382	1	161.259168	84973654
chr9	86249522	86249761	649	240	191	372.709641	1	229.000000	86249632
chr9	86541672	86541931	548	260	201	246.832491	0	144.000000	86541792
chr9	89159487	89159713	544	227	181	283.491344	1	130.000000	89159649
chr9	90192564	90192799	529	236	187	259.395898	0	150.000000	90192680
chr9	90198324	90198637	1071	314	266	700.019419	1	273.000000	90198455
chr9	94356635	94356925	539	291	221	191.581427	2	118.000000	94356785
chr9	94379461	94379726	555	266	205	245.941639	0	144.000000	94379605
chr9	95458205	95458476	759	272	231	439.309956	1	203.259168	95458342
chr9	102099288	102099540	535	253	184	240.297653	1	126.000000	102099420
chr9	102638341	102638658	601	318	241	232.760251	0	96.000000	102638453
chr9	104134330	104134620	687	291	229	345.063090	0	171.000000	104134440
chr9	110744114	110744350	592	237	190	318.339924	1	162.000000	110744213
chr9	111232407	111232674	732	268	217	420.311355	0	208.000000	111232524
chr9	121291804	121292050	617	247	196	330.188505	1	182.000000	121291917.5
chr9	122024674	122024994	863	321	273	480.183142	1	241.000000	122024837
chrX	57714746	57714993	595	248	199	309.614195	0	166.000000	57714848
